date,product,region,units_sold,revenue
2025-09-28,Headphones,East,5.0,12262.17
2025-09-28,Headphones,West,1.0,2468.2
2025-09-28,Headphones,North,3.0,7404.62
2025-09-28,Keyboard,East,3.0,4587.94
2025-09-28,Laptop,North,3.0,128853.34
2025-09-28,Keyboard,North,5.0,7321.99
2025-09-28,Laptop,South,5.0,233986.85
2025-09-28,Laptop,East,5.0,213816.57
2025-09-28,Laptop,West,3.0,142993.06
2025-09-28,Keyboard,South,3.0,4544.15
2025-09-28,Mouse,South,8.0,6101.31
2025-09-28,Mouse,East,3.0,2326.46
2025-09-28,Mouse,West,5.0,3948.34
2025-09-28,Mouse,North,1.0,801.95
2025-09-29,Keyboard,East,6.0,9110.01
2025-09-29,Headphones,West,5.0,11986.0
2025-09-29,Headphones,East,2.0,4599.0
2025-09-29,Headphones,South,3.0,7493.53
2025-09-29,Headphones,North,2.0,4989.49
2025-09-29,Monitor,East,3.0,31637.25
2025-09-29,Monitor,North,5.0,61078.57
2025-09-29,Keyboard,West,1.0,1499.17
2025-09-29,Keyboard,South,2.0,2971.06
2025-09-29,Keyboard,North,1.0,1565.65
2025-09-29,Mouse,West,6.0,4698.25
2025-09-29,Mouse,East,3.0,2298.98
2025-09-29,Mouse,South,3.0,2399.68
2025-09-29,Mouse,North,2.0,1713.32
2025-09-29,Laptop,West,1.0,48970.2
2025-09-29,Laptop,East,3.0,134253.32
2025-09-29,Laptop,South,2.0,91429.77
2025-09-29,Laptop,North,2.0,88133.72
2025-09-30,Monitor,North,5.0,55324.93
2025-09-30,Monitor,South,5.0,62030.65
2025-09-30,Monitor,East,2.0,25104.9
2025-09-30,Headphones,West,5.0,12832.58
2025-09-30,Headphones,South,2.0,5395.44
2025-09-30,Headphones,East,5.0,13563.13
2025-09-30,Keyboard,West,2.0,2958.62
2025-09-30,Monitor,West,5.0,61539.19
2025-09-30,Keyboard,East,2.0,2780.98
2025-09-30,Laptop,North,2.0,80990.36
2025-09-30,Keyboard,North,3.0,4273.47
2025-09-30,Mouse,West,3.0,2423.24
2025-09-30,Mouse,East,1.0,794.01
2025-09-30,Mouse,South,3.0,2296.6
2025-09-30,Mouse,North,3.0,2316.02
2025-09-30,Laptop,West,6.0,254633.46
2025-09-30,Laptop,East,3.0,124907.81
2025-09-30,Laptop,South,3.0,131899.49
2025-09-30,Keyboard,South,2.0,3089.88
2025-10-01,Monitor,South,1.0,11849.14
2025-10-01,Monitor,East,2.0,26262.8
2025-10-01,Monitor,West,2.0,21795.62
2025-10-01,Monitor,North,2.0,23388.26
2025-10-01,Headphones,South,5.0,12130.22
2025-10-01,Headphones,East,2.0,5160.6
2025-10-01,Headphones,West,3.0,6871.91
2025-10-01,Headphones,North,2.0,5171.94
2025-10-01,Keyboard,West,3.0,4485.07
2025-10-01,Laptop,North,1.0,45332.03
2025-10-01,Keyboard,South,2.0,2942.56
2025-10-01,Laptop,South,3.0,133328.45
2025-10-01,Laptop,East,5.0,222658.53
2025-10-01,Mouse,North,6.0,4898.99
2025-10-01,Keyboard,East,9.0,13875.2
2025-10-01,Mouse,East,1.0,866.51
2025-10-01,Mouse,West,2.0,1698.47
2025-10-01,Keyboard,North,3.0,4098.31
2025-10-01,Mouse,South,5.0,3967.8
2025-10-02,Keyboard,West,5.0,7406.44
2025-10-02,Headphones,East,3.0,7573.56
2025-10-02,Headphones,South,2.0,5516.93
2025-10-02,Headphones,North,2.0,4967.28
2025-10-02,Monitor,West,2.0,24634.9
2025-10-02,Monitor,East,1.0,11821.28
2025-10-02,Monitor,South,2.0,23504.65
2025-10-02,Monitor,North,3.0,34383.51
2025-10-02,Headphones,West,2.0,4494.28
2025-10-02,Keyboard,East,3.0,4321.42
2025-10-02,Keyboard,North,3.0,4514.66
2025-10-02,Mouse,West,6.0,5222.41
2025-10-02,Mouse,South,2.0,1681.73
2025-10-02,Mouse,North,3.0,2205.48
2025-10-02,Laptop,West,6.0,277160.32
2025-10-02,Laptop,East,7.0,312836.13
2025-10-02,Laptop,South,6.0,276951.07
2025-10-02,Laptop,North,5.0,216024.07
2025-10-02,Keyboard,South,3.0,4394.58
2025-10-03,Monitor,North,3.0,36740.01
2025-10-03,Monitor,South,6.0,72163.05
2025-10-03,Monitor,East,3.0,35110.63
2025-10-03,Monitor,West,1.0,11827.16
2025-10-03,Headphones,West,2.0,5341.85
2025-10-03,Headphones,South,6.0,14361.15
2025-10-03,Headphones,East,3.0,7404.79
2025-10-03,Keyboard,West,3.0,4669.2
2025-10-03,Headphones,North,7.0,18527.2
2025-10-03,Keyboard,East,5.0,8299.97
2025-10-03,Laptop,North,5.0,228559.9
2025-10-03,Keyboard,North,3.0,4690.0
2025-10-03,Laptop,South,5.0,209429.0
2025-10-03,Laptop,East,2.0,86400.91
2025-10-03,Laptop,West,6.0,252606.6
2025-10-03,Keyboard,South,5.0,7316.5
2025-10-03,Mouse,South,3.0,2465.58
2025-10-03,Mouse,East,6.0,4535.54
2025-10-03,Mouse,West,5.0,3873.63
2025-10-03,Mouse,North,2.0,1616.16
2025-10-04,Keyboard,West,5.0,7429.65
2025-10-04,Headphones,East,6.0,15503.85
2025-10-04,Headphones,South,6.0,13999.94
2025-10-04,Headphones,North,3.0,7226.26
2025-10-04,Monitor,West,8.0,97079.28
2025-10-04,Monitor,East,6.0,70326.31
2025-10-04,Monitor,South,6.0,70651.96
2025-10-04,Monitor,North,6.0,68339.18
2025-10-04,Keyboard,East,8.0,11145.61
2025-10-04,Headphones,West,5.0,11918.8
2025-10-04,Keyboard,North,1.0,1449.84
2025-10-04,Laptop,North,6.0,260423.79
2025-10-04,Laptop,South,10.0,448499.19
2025-10-04,Laptop,East,5.0,225647.1
2025-10-04,Laptop,West,6.0,274833.66
2025-10-04,Keyboard,South,1.0,1516.13
2025-10-04,Mouse,South,8.0,5663.36
2025-10-04,Mouse,East,5.0,4169.2
2025-10-04,Mouse,West,5.0,3794.01
2025-10-04,Mouse,North,1.0,746.33
2025-10-05,Keyboard,East,5.0,7891.09
2025-10-05,Headphones,East,1.0,2388.28
2025-10-05,Headphones,South,6.0,14424.71
2025-10-05,Headphones,North,5.0,11516.31
2025-10-05,Monitor,West,5.0,62872.07
2025-10-05,Monitor,East,3.0,36929.42
2025-10-05,Monitor,South,5.0,60142.82
2025-10-05,Keyboard,West,5.0,8317.81
2025-10-05,Headphones,West,13.0,30617.19
2025-10-05,Keyboard,North,5.0,7626.14
2025-10-05,Mouse,West,8.0,6512.84
2025-10-05,Mouse,East,8.0,6059.15
2025-10-05,Mouse,South,1.0,701.06
2025-10-05,Mouse,North,10.0,8057.03
2025-10-05,Laptop,West,3.0,141529.51
2025-10-05,Laptop,East,11.0,482912.5
2025-10-05,Laptop,South,3.0,132946.96
2025-10-05,Laptop,North,1.0,42243.81
2025-10-05,Keyboard,South,5.0,6799.47
2025-10-06,Monitor,South,1.0,12611.36
2025-10-06,Monitor,East,5.0,56930.69
2025-10-06,Monitor,West,3.0,38891.42
2025-10-06,Monitor,North,5.0,56091.55
2025-10-06,Headphones,South,2.0,5061.42
2025-10-06,Headphones,East,9.0,21983.49
2025-10-06,Headphones,West,6.0,16260.62
2025-10-06,Headphones,North,1.0,2471.81
2025-10-06,Keyboard,East,2.0,3276.99
2025-10-06,Keyboard,North,1.0,1426.7
2025-10-06,Laptop,North,3.0,131418.69
2025-10-06,Mouse,West,2.0,1567.94
2025-10-06,Mouse,East,1.0,839.63
2025-10-06,Mouse,South,7.0,5904.42
2025-10-06,Mouse,North,3.0,2135.36
2025-10-06,Laptop,West,5.0,220677.52
2025-10-06,Laptop,East,3.0,145716.93
2025-10-06,Laptop,South,7.0,343867.18
2025-10-06,Keyboard,South,7.0,11624.42
2025-10-07,Monitor,North,6.0,75110.31
2025-10-07,Monitor,South,5.0,52723.55
2025-10-07,Monitor,East,2.0,23500.09
2025-10-07,Headphones,West,6.0,14862.98
2025-10-07,Headphones,South,2.0,4849.06
2025-10-07,Headphones,East,2.0,5132.66
2025-10-07,Keyboard,West,6.0,9428.63
2025-10-07,Monitor,West,2.0,24136.19
2025-10-07,Keyboard,East,3.0,4297.01
2025-10-07,Headphones,North,5.0,13109.4
2025-10-07,Keyboard,North,3.0,4241.51
2025-10-07,Keyboard,South,3.0,4612.8
2025-10-07,Laptop,South,1.0,46415.44
2025-10-07,Laptop,East,2.0,92482.08
2025-10-07,Laptop,North,2.0,96830.61
2025-10-07,Mouse,North,3.0,2317.03
2025-10-07,Mouse,South,2.0,1515.36
2025-10-07,Mouse,East,5.0,3891.21
2025-10-07,Laptop,West,3.0,137488.34
2025-10-08,Headphones,West,3.0,8018.0
2025-10-08,Monitor,North,1.0,12090.81
2025-10-08,Headphones,East,2.0,4706.9
2025-10-08,Headphones,South,5.0,12463.0
2025-10-08,Headphones,North,3.0,7744.2
2025-10-08,Monitor,West,6.0,74845.69
2025-10-08,Monitor,East,9.0,108223.6
2025-10-08,Monitor,South,3.0,36276.46
2025-10-08,Keyboard,West,5.0,7681.33
2025-10-08,Mouse,South,7.0,5739.6
2025-10-08,Mouse,West,1.0,819.15
2025-10-08,Mouse,East,1.0,752.46
2025-10-08,Mouse,North,3.0,2469.06
2025-10-08,Laptop,West,6.0,242865.95
2025-10-08,Laptop,East,2.0,88127.3
2025-10-08,Laptop,South,6.0,264736.2
2025-10-08,Laptop,North,2.0,97463.86
2025-10-08,Keyboard,South,2.0,3124.91
2025-10-09,Monitor,South,3.0,33541.79
2025-10-09,Monitor,North,1.0,13259.11
2025-10-09,Monitor,East,2.0,22566.45
2025-10-09,Keyboard,West,2.0,2841.73
2025-10-09,Headphones,North,3.0,6980.13
2025-10-09,Headphones,South,1.0,2681.05
2025-10-09,Headphones,West,2.0,4766.39
2025-10-09,Monitor,West,2.0,24003.39
2025-10-09,Keyboard,East,1.0,1367.39
2025-10-09,Mouse,West,1.0,814.4
2025-10-09,Keyboard,North,1.0,1493.1
2025-10-09,Keyboard,South,2.0,2967.74
2025-10-09,Mouse,East,1.0,727.2
2025-10-09,Mouse,South,5.0,4076.71
2025-10-09,Mouse,North,5.0,3940.87
2025-10-09,Laptop,West,3.0,127989.08
2025-10-09,Laptop,East,1.0,44823.79
2025-10-09,Laptop,South,2.0,91864.2
2025-10-09,Laptop,North,2.0,84462.86
2025-10-10,Headphones,East,3.0,7362.1
2025-10-10,Headphones,South,,7873.6
2025-10-10,Headphones,North,6.0,14462.94
2025-10-10,Monitor,West,3.0,33636.05
2025-10-10,Monitor,East,1.0,11830.36
2025-10-10,Monitor,South,5.0,59766.1
2025-10-10,Monitor,North,3.0,32304.32
2025-10-10,Keyboard,West,2.0,3115.35
2025-10-10,Keyboard,East,2.0,3266.45
2025-10-10,Keyboard,North,3.0,4286.62
2025-10-10,Mouse,West,5.0,3762.56
2025-10-10,Mouse,East,5.0,4082.14
2025-10-10,Mouse,South,3.0,2396.07
2025-10-10,Mouse,North,5.0,3954.83
2025-10-10,Laptop,North,3.0,139892.63
2025-10-11,Monitor,North,8.0,95640.32
2025-10-11,Monitor,South,1.0,11995.74
2025-10-11,Monitor,East,8.0,101845.74
2025-10-11,Monitor,West,8.0,89901.31
2025-10-11,Headphones,East,10.0,24948.12
2025-10-11,Headphones,South,5.0,12698.29
2025-10-11,Keyboard,West,3.0,4471.44
2025-10-11,Headphones,West,3.0,7399.24
2025-10-11,Headphones,North,3.0,7202.39
2025-10-11,Keyboard,East,3.0,4331.66
2025-10-11,Laptop,South,6.0,261221.85
2025-10-11,Keyboard,North,11.0,16761.69
2025-10-11,Keyboard,South,5.0,8171.11
2025-10-11,Laptop,East,6.0,287055.42
2025-10-11,Laptop,West,3.0,140450.08
2025-10-11,Laptop,North,1.0,45572.7
2025-10-11,Mouse,South,5.0,3888.42
2025-10-11,Mouse,East,1.0,739.22
2025-10-11,Mouse,West,3.0,2300.11
2025-10-11,Mouse,North,3.0,2389.32
2025-10-12,Keyboard,West,3.0,4023.87
2025-10-12,Headphones,East,5.0,12460.71
2025-10-12,Headphones,South,8.0,17961.72
2025-10-12,Headphones,North,8.0,19973.2
2025-10-12,Monitor,West,8.0,97862.53
2025-10-12,Monitor,East,10.0,123254.69
2025-10-12,Headphones,West,3.0,7615.01
2025-10-12,Keyboard,East,3.0,4546.3
2025-10-12,Monitor,North,6.0,76369.58
2025-10-12,Keyboard,North,1.0,1522.51
2025-10-12,Mouse,West,5.0,4165.55
2025-10-12,Mouse,East,8.0,6095.1
2025-10-12,Mouse,South,1.0,817.51
2025-10-12,Laptop,West,3.0,129034.87
2025-10-12,Laptop,South,3.0,127859.1
2025-10-12,Laptop,North,6.0,289083.24
2025-10-12,Keyboard,South,6.0,9464.93
2025-10-13,Monitor,South,5.0,61985.79
2025-10-13,Monitor,East,7.0,82358.26
2025-10-13,Monitor,West,1.0,11286.52
2025-10-13,Headphones,West,1.0,2539.94
2025-10-13,Headphones,South,1.0,2584.3
2025-10-13,Headphones,East,3.0,7494.51
2025-10-13,Monitor,North,2.0,21438.09
2025-10-13,Headphones,North,5.0,12770.6
2025-10-13,Keyboard,West,2.0,3092.32
2025-10-13,Keyboard,East,7.0,9777.19
2025-10-13,Laptop,North,2.0,88467.2
2025-10-13,Keyboard,North,1.0,1456.55
2025-10-13,Mouse,West,6.0,4901.16
2025-10-13,Mouse,East,2.0,1512.41
2025-10-13,Mouse,South,5.0,3786.63
2025-10-13,Mouse,North,9.0,6907.12
2025-10-13,Laptop,West,1.0,44475.68
2025-10-13,Laptop,East,5.0,234925.4
2025-10-13,Laptop,South,7.0,296770.24
2025-10-13,Keyboard,South,2.0,3265.87
2025-10-14,Monitor,North,1.0,12168.73
2025-10-14,Monitor,East,5.0,63424.61
2025-10-14,Monitor,West,1.0,12814.08
2025-10-14,Keyboard,West,1.0,1517.33
2025-10-14,Headphones,South,2.0,4891.03
2025-10-14,Headphones,East,6.0,14948.0
2025-10-14,Headphones,West,9.0,23281.36
2025-10-14,Headphones,North,10.0,25530.01
2025-10-14,Keyboard,East,2.0,2846.12
2025-10-14,Laptop,North,2.0,92180.18
2025-10-14,Keyboard,North,7.0,11382.66
2025-10-14,Mouse,West,6.0,4478.53
2025-10-14,Mouse,East,7.0,5657.02
2025-10-14,Mouse,South,3.0,2439.44
2025-10-14,Mouse,North,1.0,848.67
2025-10-14,Laptop,West,2.0,90447.43
2025-10-14,Laptop,East,7.0,315368.62
2025-10-14,Laptop,South,5.0,230755.98
2025-10-14,Keyboard,South,5.0,7607.31
2025-10-15,Monitor,North,2.0,24452.51
2025-10-15,Monitor,South,3.0,36925.68
2025-10-15,Monitor,East,1.0,11581.4
2025-10-15,Monitor,West,1.0,11995.82
2025-10-15,Headphones,West,3.0,7360.88
2025-10-15,Headphones,South,1.0,2393.37
2025-10-15,Headphones,East,2.0,4800.06
2025-10-15,Keyboard,West,3.0,4315.37
2025-10-15,Headphones,North,2.0,4814.61
2025-10-15,Keyboard,East,3.0,4115.72
2025-10-15,Laptop,South,6.0,238301.98
2025-10-15,Keyboard,North,2.0,3054.99
2025-10-15,Keyboard,South,2.0,3115.71
2025-10-15,Laptop,East,3.0,134062.31
2025-10-15,Laptop,West,6.0,265296.52
2025-10-15,Laptop,North,1.0,44916.12
2025-10-15,Mouse,South,2.0,1667.67
2025-10-15,Mouse,East,5.0,3723.93
2025-10-15,Mouse,West,5.0,3917.0
2025-10-15,Mouse,North,6.0,5087.89
2025-10-16,Monitor,North,5.0,62382.27
2025-10-16,Headphones,West,2.0,5290.97
2025-10-16,Headphones,East,1.0,2626.21
2025-10-16,Headphones,South,3.0,8243.05
2025-10-16,Monitor,West,5.0,59874.02
2025-10-16,Monitor,East,5.0,57790.17
2025-10-16,Monitor,South,5.0,59422.64
2025-10-16,Keyboard,West,6.0,9235.82
2025-10-16,Keyboard,East,2.0,2751.88
2025-10-16,Keyboard,South,3.0,4288.34
2025-10-16,Keyboard,North,2.0,2886.9
2025-10-16,Mouse,West,7.0,5163.97
2025-10-16,Mouse,East,3.0,2484.79
2025-10-16,Mouse,South,6.0,4672.33
2025-10-16,Mouse,North,5.0,3827.84
2025-10-16,Laptop,East,7.0,321327.18
2025-10-16,Laptop,South,2.0,86760.84
2025-10-17,Keyboard,West,2.0,2889.24
2025-10-17,Monitor,North,6.0,72854.45
2025-10-17,Monitor,West,1.0,10766.58
2025-10-17,Headphones,West,2.0,4907.78
2025-10-17,Headphones,South,9.0,23409.41
2025-10-17,Headphones,East,1.0,2572.76
2025-10-17,Keyboard,East,5.0,7725.67
2025-10-17,Headphones,North,2.0,5036.25
2025-10-17,Keyboard,South,2.0,2987.21
2025-10-17,Laptop,North,3.0,133264.57
2025-10-17,Mouse,West,5.0,4185.59
2025-10-17,Mouse,East,5.0,3878.52
2025-10-17,Mouse,South,3.0,2221.37
2025-10-17,Mouse,North,3.0,2371.06
2025-10-17,Laptop,West,2.0,82405.16
2025-10-17,Laptop,East,3.0,139000.58
2025-10-17,Laptop,South,2.0,84270.46
2025-10-17,Keyboard,North,5.0,7443.25
2025-10-18,Monitor,South,3.0,35628.48
2025-10-18,Monitor,East,8.0,96580.78
2025-10-18,Monitor,West,1.0,11901.51
2025-10-18,Headphones,West,6.0,14815.34
2025-10-18,Headphones,South,6.0,14209.77
2025-10-18,Headphones,East,5.0,12540.97
2025-10-18,Monitor,North,3.0,36320.23
2025-10-18,Headphones,North,13.0,33110.38
2025-10-18,Keyboard,East,1.0,1314.78
2025-10-18,Keyboard,West,3.0,4242.83
2025-10-18,Keyboard,North,3.0,4690.95
2025-10-18,Keyboard,South,1.0,1468.64
2025-10-18,Laptop,South,1.0,45448.36
2025-10-18,Laptop,East,1.0,45125.53
2025-10-18,Laptop,West,5.0,206702.65
2025-10-18,Laptop,North,1.0,45365.4
2025-10-18,Mouse,South,3.0,2501.5
2025-10-18,Mouse,East,5.0,4040.55
2025-10-18,Mouse,West,6.0,4886.33
2025-10-18,Mouse,North,8.0,6533.02
2025-10-19,Keyboard,West,8.0,12191.48
2025-10-19,Headphones,West,1.0,2475.99
2025-10-19,Headphones,South,5.0,11895.24
2025-10-19,Headphones,North,10.0,27328.62
2025-10-19,Monitor,West,3.0,37187.23
2025-10-19,Monitor,East,8.0,94240.28
2025-10-19,Monitor,South,3.0,37578.01
2025-10-19,Monitor,North,5.0,65284.21
2025-10-19,Keyboard,East,5.0,7191.56
2025-10-19,Headphones,East,5.0,12017.18
2025-10-19,Keyboard,North,5.0,7660.67
2025-10-19,Laptop,North,5.0,224802.21
2025-10-19,Laptop,South,13.0,533424.91
2025-10-19,Laptop,East,5.0,214737.83
2025-10-19,Laptop,West,3.0,136889.3
2025-10-19,Keyboard,South,5.0,7170.27
2025-10-19,Mouse,South,6.0,5003.25
2025-10-19,Mouse,East,13.0,10549.76
2025-10-19,Mouse,West,3.0,2513.34
2025-10-19,Mouse,North,1.0,764.94
2025-10-20,Keyboard,West,2.0,3303.29
2025-10-20,Headphones,East,7.0,16884.18
2025-10-20,Headphones,South,2.0,5154.01
2025-10-20,Headphones,North,1.0,2384.01
2025-10-20,Monitor,West,6.0,74475.59
2025-10-20,Monitor,East,3.0,37467.48
2025-10-20,Monitor,South,6.0,72073.33
2025-10-20,Monitor,North,1.0,11518.01
2025-10-20,Headphones,West,5.0,11648.37
2025-10-20,Keyboard,East,3.0,4442.69
2025-10-20,Keyboard,North,2.0,2902.73
2025-10-20,Mouse,East,5.0,4035.83
2025-10-20,Mouse,South,3.0,2327.95
2025-10-20,Mouse,North,9.0,7012.62
2025-10-20,Laptop,West,5.0,219699.98
2025-10-20,Laptop,East,5.0,234565.26
2025-10-20,Laptop,North,5.0,234511.68
2025-10-20,Keyboard,South,6.0,9198.41
2025-10-21,Monitor,North,3.0,36487.16
2025-10-21,Monitor,South,1.0,12435.76
2025-10-21,Monitor,East,3.0,35638.81
2025-10-21,Monitor,West,5.0,63318.21
2025-10-21,Headphones,East,5.0,13476.63
2025-10-21,Headphones,South,3.0,7362.68
2025-10-21,Headphones,West,5.0,13101.16
2025-10-21,Keyboard,West,5.0,7056.19
2025-10-21,Headphones,North,3.0,7795.51
2025-10-21,Keyboard,East,6.0,8926.94
2025-10-21,Laptop,South,11.0,507838.68
2025-10-21,Keyboard,North,1.0,1391.12
2025-10-21,Mouse,West,5.0,4167.05
2025-10-21,Mouse,East,1.0,788.61
2025-10-21,Mouse,South,7.0,5657.88
2025-10-21,Mouse,North,6.0,4580.85
2025-10-21,Laptop,West,2.0,91592.54
2025-10-21,Laptop,East,2.0,83724.87
2025-10-21,Laptop,North,2.0,85780.76
2025-10-21,Keyboard,South,3.0,4335.67
2025-10-22,Monitor,North,1.0,10969.23
2025-10-22,Monitor,South,5.0,64540.62
2025-10-22,Monitor,East,3.0,37024.25
2025-10-22,Monitor,West,2.0,23191.17
2025-10-22,Headphones,West,5.0,13159.03
2025-10-22,Headphones,South,3.0,8510.28
2025-10-22,Headphones,East,2.0,4961.13
2025-10-22,Keyboard,West,3.0,4113.94
2025-10-22,Headphones,North,11.0,29741.07
2025-10-22,Keyboard,East,1.0,1516.13
2025-10-22,Keyboard,South,3.0,4503.89
2025-10-22,Keyboard,North,5.0,7720.34
2025-10-22,Laptop,South,1.0,46300.19
2025-10-22,Laptop,East,2.0,80721.6
2025-10-22,Laptop,West,1.0,46473.7
2025-10-22,Laptop,North,3.0,124971.83
2025-10-22,Mouse,South,3.0,2401.05
2025-10-22,Mouse,East,1.0,729.67
2025-10-22,Mouse,West,3.0,2423.3
2025-10-22,Mouse,North,3.0,2601.38
2025-10-23,Keyboard,West,2.0,2798.64
2025-10-23,Headphones,East,2.0,5299.96
2025-10-23,Headphones,South,5.0,12003.82
2025-10-23,Headphones,North,3.0,7097.13
2025-10-23,Monitor,West,5.0,54285.81
2025-10-23,Monitor,South,2.0,23139.06
2025-10-23,Monitor,North,5.0,58351.93
2025-10-23,Keyboard,East,3.0,4408.69
2025-10-23,Headphones,West,3.0,7570.91
2025-10-23,Keyboard,North,5.0,7170.81
2025-10-23,Laptop,North,2.0,91942.32
2025-10-23,Laptop,South,3.0,124923.93
2025-10-23,Laptop,West,2.0,94643.09
2025-10-23,Keyboard,South,1.0,1488.7
2025-10-23,Mouse,South,5.0,4196.78
2025-10-23,Mouse,East,5.0,3953.23
2025-10-23,Mouse,West,1.0,780.95
2025-10-23,Mouse,North,3.0,2203.99
2025-10-24,Keyboard,West,7.0,9392.02
2025-10-24,Headphones,East,5.0,12824.4
2025-10-24,Headphones,South,2.0,5155.54
2025-10-24,Headphones,North,2.0,4660.54
2025-10-24,Monitor,West,3.0,36243.08
2025-10-24,Monitor,East,3.0,33956.23
2025-10-24,Monitor,South,2.0,23285.41
2025-10-24,Monitor,North,1.0,11164.24
2025-10-24,Keyboard,East,2.0,2930.69
2025-10-24,Headphones,West,3.0,7615.97
2025-10-24,Keyboard,North,5.0,7702.14
2025-10-24,Laptop,North,7.0,306051.72
2025-10-24,Laptop,South,5.0,211247.11
2025-10-24,Laptop,East,3.0,138561.95
2025-10-24,Keyboard,South,1.0,1511.37
2025-10-24,Mouse,North,2.0,1642.9
2025-10-24,Mouse,East,2.0,1598.76
2025-10-24,Mouse,West,5.0,4352.63
2025-10-24,Laptop,West,5.0,232056.07
2025-10-25,Keyboard,West,5.0,7799.09
2025-10-25,Headphones,East,5.0,10926.88
2025-10-25,Headphones,South,10.0,24154.63
2025-10-25,Headphones,North,10.0,25072.55
2025-10-25,Monitor,West,8.0,87971.18
2025-10-25,Monitor,East,1.0,12684.31
2025-10-25,Monitor,South,1.0,11299.98
2025-10-25,Monitor,North,1.0,13380.02
2025-10-25,Headphones,West,5.0,13030.0
2025-10-25,Keyboard,East,1.0,1309.58
2025-10-25,Mouse,West,5.0,4056.53
2025-10-25,Mouse,East,8.0,6239.56
2025-10-25,Mouse,South,10.0,7651.75
2025-10-25,Mouse,North,5.0,3693.18
2025-10-25,Laptop,West,5.0,216483.9
2025-10-25,Laptop,East,6.0,276559.65
2025-10-25,Laptop,South,5.0,210165.12
2025-10-25,Laptop,North,1.0,44732.44
2025-10-25,Keyboard,North,3.0,4422.97
2025-10-26,Monitor,South,3.0,37533.7
2025-10-26,Monitor,East,5.0,63297.69
2025-10-26,Monitor,West,3.0,37651.14
2025-10-26,Monitor,North,3.0,34673.88
2025-10-26,Headphones,South,10.0,23772.01
2025-10-26,Headphones,East,8.0,21286.55
2025-10-26,Headphones,West,1.0,2537.36
2025-10-26,Headphones,North,1.0,2438.33
2025-10-26,Keyboard,West,3.0,4534.18
2025-10-26,Laptop,West,13.0,599210.62
2025-10-26,Keyboard,South,5.0,7503.82
2025-10-26,Keyboard,North,1.0,1312.74
2025-10-26,Mouse,West,5.0,4101.75
2025-10-26,Mouse,East,6.0,5049.04
2025-10-26,Mouse,South,3.0,2394.68
2025-10-26,Keyboard,East,8.0,11784.48
2025-10-26,Laptop,East,8.0,361450.72
2025-10-26,Laptop,South,6.0,260708.92
2025-10-26,Laptop,North,6.0,272377.29
2025-10-27,Monitor,North,5.0,62561.77
2025-10-27,Monitor,South,2.0,23953.16
2025-10-27,Monitor,East,3.0,32505.45
2025-10-27,Monitor,West,3.0,33102.9
2025-10-27,Headphones,West,7.0,18430.88
2025-10-27,Headphones,South,9.0,21813.49
2025-10-27,Headphones,East,6.0,14432.83
2025-10-27,Keyboard,West,2.0,3195.27
2025-10-27,Headphones,North,5.0,12359.67
2025-10-27,Keyboard,East,3.0,4114.05
2025-10-27,Keyboard,South,6.0,9331.25
2025-10-27,Keyboard,North,2.0,2835.57
2025-10-27,Laptop,South,2.0,83309.77
2025-10-27,Laptop,East,1.0,47942.57
2025-10-27,Laptop,West,3.0,125319.7
2025-10-27,Laptop,North,2.0,95070.26
2025-10-27,Mouse,South,6.0,4365.92
2025-10-27,Mouse,East,5.0,4009.21
2025-10-27,Mouse,West,2.0,1541.64
2025-10-27,Mouse,North,7.0,5116.74
2025-10-28,Keyboard,West,2.0,627.3220000000001
2025-10-28,Headphones,West,5.0,2360.978
2025-10-28,Headphones,South,2.0,957.356
2025-10-28,Headphones,North,1.0,457.378
2025-10-28,Monitor,West,3.0,6714.378000000001
2025-10-28,Monitor,East,6.0,14461.782000000001
2025-10-28,Monitor,South,9.0,22011.956000000002
2025-10-28,Monitor,North,7.0,17803.0
2025-10-28,Keyboard,East,2.0,623.082
2025-10-28,Headphones,East,5.0,2329.83
2025-10-28,Keyboard,North,2.0,604.38
2025-10-28,Keyboard,South,6.0,1588.53
2025-10-28,Laptop,South,6.0,53286.25600000001
2025-10-28,Laptop,East,5.0,46993.374
2025-10-28,Laptop,West,2.0,18276.976000000002
2025-10-28,Laptop,North,3.0,27701.365999999998
2025-10-28,Mouse,South,3.0,481.34200000000004
2025-10-28,Mouse,East,1.0,168.282
2025-10-28,Mouse,West,3.0,529.258
2025-10-28,Mouse,North,3.0,476.02
2025-10-29,Headphones,West,5.0,12172.43
2025-10-29,Keyboard,West,3.0,4168.22
2025-10-29,Headphones,South,3.0,7083.04
2025-10-29,Headphones,North,5.0,12343.63
2025-10-29,Monitor,West,5.0,56572.16
2025-10-29,Monitor,East,6.0,79373.75
2025-10-29,Monitor,South,1.0,11504.83
2025-10-29,Monitor,North,1.0,11854.77
2025-10-29,Keyboard,East,6.0,9099.5
2025-10-29,Headphones,East,1.0,2541.55
2025-10-29,Keyboard,North,2.0,2782.71
2025-10-29,Laptop,North,2.0,85352.96
2025-10-29,Laptop,South,2.0,84358.05
2025-10-29,Laptop,East,1.0,47856.78
2025-10-29,Laptop,West,1.0,47109.39
2025-10-29,Keyboard,South,10.0,15088.82
2025-10-29,Mouse,South,2.0,1523.87
2025-10-29,Mouse,East,3.0,2447.27
2025-10-29,Mouse,West,,5358.36
2025-10-29,Mouse,North,1.0,819.96
2025-10-30,Keyboard,East,3.0,4521.89
